image,name,category,location,color,size,amount,comments,claimed,hidden
"('src', 'https://drive.google.com/thumbnail?id=126O65rvCuGRhNW4-e3uCbQYQ9vopgpaK&sz=w200-h200')",military shovel,Army,32 - Misc. props,mud green,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1P0SHaKCw-pdFkvqpuoxlqPPrSbfx0Hzh&sz=w200-h200')",Misc. rings,Accessories (belts etc.),5 - Arm accessories,Gold,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1h9yxFCfpUldPb1aRu92IwPvAYKBnw4Wk&sz=w200-h200')",first aid kit,Army,32 - Misc. props,green,,1,contains first aid stuff like bandaids,None,0
"('src', 'https://drive.google.com/thumbnail?id=1G8pnPzxLzO_nnxaCvCGixD3aEfOp4uxy&sz=w200-h200')",Red long shiny gloves,Gloves,5 - Arm accessories,Red,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1fCAS8jHRD6u2KBc43SUHMNjHSECvOVZ0&sz=w200-h200')",fancy brush,Handheld,32 - Misc. props,gold,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1wdao8_PUOdc9OuBiuYCBOCsq3C3y8Ptm&sz=w200-h200')",Cute 80’s vibe pink arm warmers,Arms/hands,5 - Arm accessories,Pink,,,Very wow much vibes,None,0
"('src', 'https://drive.google.com/thumbnail?id=1pKD7Z1LdpCxB6UcTcg8tTUAWJZWDxX3b&sz=w200-h200')",Black long shiny gloves,Gloves,4 - Neck accessories,Black,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1qeknDmJvZKVNSXgMBgUt6WclDL_pz-PP&sz=w200-h200')",dutch flag,Large cloths,32 - Misc. props,red-white-blue,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1UhmKBnjH2OBcO_IkU2V-YTYiX3jSe70Z&sz=w200-h200')",Black glove,Gloves,5 - Arm accessories,Black,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1gdmMBRYKU5s2UOK-U2IupEnBdusxJSYP&sz=w200-h200')",Cigar box,Other,32 - Misc. props,red,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1JSRVOa2UtcQrxytgdeyke211RkdLdMZW&sz=w200-h200')",Old person tie,Accessories (belts etc.),4 - Neck accessories,Beige,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1vAYapILwoeFM4THtMcEyhW_hhOrMfUFS&sz=w200-h200')",fancy mirror,Handheld,32 - Misc. props,gold,~30 cm,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1aOnKsf7ZTyA71amJrPfO9bJOjoegIGcz&sz=w200-h200')",light wine,Tableware,32 - Misc. props,green/brown,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=10s8NUS3ctA9l12dOTexZxOzRF-ULBDTt&sz=w200-h200')",Black lace veil,head_other,3 - face accessories,Black,,,Can be put in hair,None,0
"('src', 'https://drive.google.com/thumbnail?id=1FlhCwUU-C1ZlgfE3_1hqM8hwstE7W6uz&sz=w200-h200')",Watch,Accessories (belts etc.),5 - Arm accessories,White rose gold,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1l00dYYWagylwvbBHNGgsNWtNqPjCftL-&sz=w200-h200')",picture frames,Stationary/office,32 - Misc. props,grey,,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1AYm_Fh8XGMyhOGi3F8NNKmFKfpYhwuXB&sz=w200-h200')",mini blackboard,Writing,32 - Misc. props,black,~ 30x20,7,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1h_zL_KYQ8LQDUrejzB_kiok6NRGeDyAP&sz=w200-h200')",embroidery frames,Handheld,32 - Misc. props,wood,10 & 20 cm,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1HdDuIoLDyPO7GgwPNUHDZafy_92Zzm6L&sz=w200-h200')",Watch,Accessories (belts etc.),5 - Arm accessories,White rose gold,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=102l4DFx5L-3GbSeEVEiADw-7DZSH2MK-&sz=w200-h200')",tea lights,Lighting,32 - Misc. props,silver/white,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=147jDMAGo8YPdcmfWQbY13F9-3WdyZEeE&sz=w200-h200')",Dark purple humungous scarf,Accessories (belts etc.),4.2 - Red Scarves,Dark purple,Biggg,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1yLOD65r3fADcjxes31AUVox5dGkq-RZe&sz=w200-h200')",fluffy pencil,Writing,32 - Misc. props,blue,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Lofv5WZKkfXQY7n84wQoZ-RLb2Gl8y7i&sz=w200-h200')",rubber duck,animals,32 - Misc. props,yellow,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1X5j1mnMsUabp62aehVq1yhdMhQs7oAv0&sz=w200-h200')",Red scarves,Accessories (belts etc.),4.2 - Red Scarves,Red,,17,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1LzLwSrtmFQwB0_xvEy3eDXooICzwXzdF&sz=w200-h200')",large sidewalk chalk,Writing,32 - Misc. props,"yellow, green, white, blue, orange",,5,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1wHxHS8bqfHnJQsMXsFrMc3htpRRj-a30&sz=w200-h200')",sidewalk chalk box,Writing,32 - Misc. props,many,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1C6VLzADjXwjblFjxbDB-dzS7rIrfZZ7A&sz=w200-h200')",embroidery,Handheld,32 - Misc. props,white,~ 30x40,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1tE_DesQm8WlxM0QN82bzLvNT3x6VtbfY&sz=w200-h200')",candle holders,Lighting,32 - Misc. props,grey,~5 cm,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1yaXxSsDV0pTNBF3A4TXbLe04nw1E499i&sz=w200-h200')",large candle holders,Lighting,32 - Misc. props,grey,~20 cm tall,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1OoSh7RwtgWlKgwB4AHCeu7tKBwkrW3Zs&sz=w200-h200')",pearl mirror,Handheld,32 - Misc. props,silver,,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1crflVM5Zdqbw9_K8e08b_axWi17hVVCw&sz=w200-h200')",writing sticks,Writing,32 - Misc. props,grey,,11,no clue,None,0
"('src', 'https://drive.google.com/thumbnail?id=1l9nP1l_BSmGZelKgTehU8OayddAz-WjM&sz=w200-h200')",electric candles,Lighting,32 - Misc. props,white,~20 cm,6,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1eBEyzNG4xJTBXLbOik_mMAXc6b5JscBP&sz=w200-h200')",thick electric candles,Lighting,32 - Misc. props,white,,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1KCDLWHvtgMZc6Hlk43z_u_CaulKmlhXD&sz=w200-h200')",thick candles,Lighting,32 - Misc. props,white,,3,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1w5ou1xhsQLXb-bvc0OaLumzrlFRX5vpp&sz=w200-h200')",chalk box,Writing,32 - Misc. props,white,,7,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1PmL0rD1Z05Swb72cS8tH72D34lCZO8QU&sz=w200-h200')",foam heart,Make-up,32 - Misc. props,white,,7,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1kSjCvxWatRlJDqF0r_JgvUEk1lHefuMX&sz=w200-h200')",Red scarves,Accessories (belts etc.),4.2 - Red Scarves,Red,,17,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Z6-Al8uZWKboPSdGdjeZRuMTnwE0ApkZ&sz=w200-h200')",Fancy case box chest,Other,32 - Misc. props,Brown,,,There is letters on the side,None,0
"('src', 'https://drive.google.com/thumbnail?id=1KSblOwJYBlwwc7_3l93gAM8cZwLDXhfO&sz=w200-h200')",Colorful tiny buckets,Other,32 - Misc. props,Green yellow blue orange,Small,4,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1gj-FuPCDSHVjOV7m-qmrlNbeGvcAN_L0&sz=w200-h200')",Pluche puppy :3,animals,32 - Misc. props,Grey,,,"Its so cute OwO. 
Animal, dog",None,0
"('src', 'https://drive.google.com/thumbnail?id=1ahKNSdJEBDtg9Mpbod_37lvwKWGzBLij&sz=w200-h200')",Tile wisdom,Stationary/office,32 - Misc. props,,,,"“A friendly face, gives light everywhere”",None,0
"('src', 'https://drive.google.com/thumbnail?id=1xlJzJQRAHoLjm_iWlVlWKsWkm8EpnBZF&sz=w200-h200')",Painting with flowers,Stationary/office,32 - Misc. props,,,,Impressionistic,None,0
"('src', 'https://drive.google.com/thumbnail?id=1hdjpXkzajVwkZJuSLdBekRX435V1p7Nq&sz=w200-h200')",Embroidered painting with landscape,Stationary/office,32 - Misc. props,,,,"It has got a “heathland” or “moor” landscape, also a “heide” in dutch. Dutch people are very proud of this type of landscape",None,0
"('src', 'https://drive.google.com/thumbnail?id=1NIOdjzqUiIezt0t-Ak6VHoGtWeFOpL85&sz=w200-h200')",White tablecloth with subtle embroidered flowers,Tableware,32 - Misc. props,White,About 1.2x1.2m,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1DDpfeYwnJxY_z_2n90ItQJpZIZx6tgQa&sz=w200-h200')",Pink round tablecloth,Tableware,32 - Misc. props,Pink,1.5m in diameter,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Uz4k88g2ooxguQrbY6QoL4NPV-s7XZbB&sz=w200-h200')",Red round tablecloth,Tableware,32 - Misc. props,Red,1.69m in diameter,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1OJZWR_5cNdwAvcIp1S-lWtMQJsJ9b2Yr&sz=w200-h200')",Pink round tablecloth,Tableware,32 - Misc. props,Pink,About 1.69m,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1r4I1FFa0L184HlsejvZtgQQrwAbPuytC&sz=w200-h200')",Pink long wig,Wig,33.1 - Wigs,Pink,,,Has a ponytail rn,None,0
"('src', 'https://drive.google.com/thumbnail?id=1BwmpRbq_Dxem2CcyEmmqUqb0UHN0mXZ3&sz=w200-h200')",Pink short wig,Wig,33.1 - Wigs,Pink,,,Looks good on Matthew,None,0
"('src', 'https://drive.google.com/thumbnail?id=1jUKFvtnbJCt0In4XxqOMpYHH0b0Elgi9&sz=w200-h200')",White blonde wavy curly rocker wig,Wig,33.1 - Wigs,White blonde,,,Curl type 3a,None,0
"('src', 'https://drive.google.com/thumbnail?id=101bZ3RVXv_YeIVG1XVQCeNlHCli-cZcA&sz=w200-h200')",Flower pot haircut short black wigs,Wig,33.1 - Wigs,Black,,3,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1g9u--qy63KxfUmCYmhev9cOmSpeDJ9hn&sz=w200-h200')",Granny wigs,Wig,33.1 - Wigs,Grey,,3,"Two have buns, one has a ponytail",None,0
"('src', 'https://drive.google.com/thumbnail?id=1--bou2sPGTEwaLhQDI4Wik7Zr42Ja8HR&sz=w200-h200')",Short grey hair wig,Wig,33.1 - Wigs,Grey,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=11klY4CgWuA3xx9YxvnB7437gBz64PFDa&sz=w200-h200')",Big hammer,Melee,33.2 - armor and small weapons,Grey brown,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1SkXJbzhhVlNNQ77Cwy0NBgra_GWFxPMC&sz=w200-h200')",Wooden guns,Gun,33.2 - armor and small weapons,Black,,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1KkkmEuJo_xur-wBGa8DRgI1LM9QD55QY&sz=w200-h200')",Police bats batons,Melee,33.2 - armor and small weapons,Black,,4,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1nHQGWPdIw0w4LcJpkI_r-cQzGzn9KOMh&sz=w200-h200')",Broken bubble blowing sword golden,Bladed,33.2 - armor and small weapons,Gold,,,"It is broken, also no bubble soap inside
Has futuristic she-ra vibes",None,0
"('src', 'https://drive.google.com/thumbnail?id=1twcol9CGBnUQAwd1ujukrhVVeVqKf7hD&sz=w200-h200')",Roman flower crown,Floral,22 - Flower baskets,green,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1MEUqGw0mxSEV8OZloNpd4js8wlHIjIUZ&sz=w200-h200')",Plastic toy sword,Bladed,33.2 - armor and small weapons,Silver gold,,,Dutch kids love these,None,0
"('src', 'https://drive.google.com/thumbnail?id=1LY_L9VeGDBz7lb6S4_rob_pth-b_KpTC&sz=w200-h200')",Plastic toy armor,Accessories (belts etc.),33.2 - armor and small weapons,Silver gold,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=11bNMru_mMzK_ZteaevH0DQUqEo_wl0xG&sz=w200-h200')",Plastic toy shield,Other,33.2 - armor and small weapons,Silver gold,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1m_dowZ2-0PfoEtK-Ov1S_77C2sX7KQ9r&sz=w200-h200')",mini sunflower bouquet ,Floral,22 - Flower baskets,green-yellow-brown,~10 cm wide,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1q1sCQTmJGWp8szEMR4ML8BQgj5qFLXN-&sz=w200-h200')",small roses,Floral,22 - Flower baskets,green-red,~1 cm wide flowers,4,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1F9TiolkC2VjhW9bw5rizZb3LUxku7E_k&sz=w200-h200')",Large knife,Bladed,All,Black white,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1jYR-GWKglBcvLm16h-kzblhI8hPPV8pg&sz=w200-h200')",tropical leaves string,Floral,22 - Flower baskets,green,~1 m long,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1u8LEdYQpb4wNQ-wYhUFI6SAzP53sBvZl&sz=w200-h200')",pink flowers ,Floral,22 - Flower baskets,green&pink,,3,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1pXDzb0kDaRizKmYNt0-Q7li07iU8YKcR&sz=w200-h200')",Large knife,Bladed,All,Black white,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1feppKsUTdT8zbZVA2mKelj2oDbtdIQWl&sz=w200-h200')",Large cleaver with skull,Bladed,33.2 - armor and small weapons,Silver black,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1JmC38vK6EXrHUs4MWJaV21HqcB2_zki-&sz=w200-h200')",Bloody cleaver with skull,Bladed,33.2 - armor and small weapons,Black silver blood,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1tMpJg3L6p9v4DJ2NsZGUEzbz95_PMG98&sz=w200-h200')",loose roses,Floral,22 - Flower baskets,"red, white, pink, purple ",,13,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1-DtRhd46KPjBCcGWjq4zYVTr5qtAGq72&sz=w200-h200')",Colorful tribal stone axe,Bladed,33.2 - armor and small weapons,Red blue white,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1x9jL3m8FcStg1hueDf-5RZnAF-dlhdR_&sz=w200-h200')",other loose flowers ,Floral,22 - Flower baskets,"orange, white",,7,,None,0
"('src', 'https://drive.google.com/thumbnail?id=15ynt_dHz5a-LDvzlrsIq-jfLH2JPrFyj&sz=w200-h200')",Knife through your head,head_other,33.2 - armor and small weapons,Grey black,,,No puppys were harmed during the making of this entry,None,0
"('src', 'https://drive.google.com/thumbnail?id=1caXvZ_gmEkMespZ73aWnNbhq473dIQH7&sz=w200-h200')",ivy string,Floral,22 - Flower baskets,green&white,~50 cm long,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=163S6cqkqFxY_5QCwDqtt26hOcAtfNZfj&sz=w200-h200')",Western revolvers cowboy guns,Gun,33.2 - armor and small weapons,Silver black,,2,One has a broken end,None,0
"('src', 'https://drive.google.com/thumbnail?id=1WuEXL79-5zqXVhiupfxxWmHgJh802yeS&sz=w200-h200')",Super soaker water gun,Gun,33.2 - armor and small weapons,Orange white blue,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1YdUm858AJR5-ivT012L8_YIG_5DsGgTP&sz=w200-h200')",ivy flower string,Floral,22 - Flower baskets,green-white-purple,~1 m long,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1sBm4CO-sVs6WLUZG2AM0V673qJSIBX3N&sz=w200-h200')",red roses,Floral,22 - Flower baskets,green&red,,3,,InterNEST,0
"('src', 'https://drive.google.com/thumbnail?id=1VODiAMigDvZwfsYfLkaD0eX9_oogva1H&sz=w200-h200')",Black western cowboy gun revolver pistols,Gun,33.2 - armor and small weapons,Black,,9,,None,0
"('src', 'https://drive.google.com/thumbnail?id=14Rv0-Thww67t5-9JIblNrZih9CkchNmo&sz=w200-h200')",pink roses,Floral,22 - Flower baskets,pink,,10,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1NV2GbIY1X_PIAgv5lP-eWv2EtaBI2MtT&sz=w200-h200')",flower crown,Floral,22 - Flower baskets,many,,3,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1byl9QaqkV9dURH_EZw7rXtIl-49owv3X&sz=w200-h200')",Water pistol squirt gun,Gun,33.2 - armor and small weapons,Orange blue yellow,,6,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1ZqECWoFrs67so9fUR2DYoXnSjKJkh6eF&sz=w200-h200')",rose bouquet ,Floral,22 - Flower baskets,green-white-red-pink,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1KXbgn9yWHxaBg1u9a7kGRpntCH8NEBmx&sz=w200-h200')",white rose,Floral,22 - Flower baskets,green-white,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1OTVxToxH9j0p4JbE3zFtErrG1anL1SaE&sz=w200-h200')",Black revolver pistol guns,Gun,33.2 - armor and small weapons,Black,,4,"They actually work, unlike most guns",None,0
"('src', 'https://drive.google.com/thumbnail?id=13cXP8FbnbTeOhAZQoOFT9R5e-Hz5T6Ra&sz=w200-h200')",orange flower,Floral,22 - Flower baskets,green-orange ,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1NQjYuPpk-P1kEv14OQ8FDGCjenIiYpA2&sz=w200-h200')",Heavy ammunition army machine gun sniper ammo rambo,Army,33.2 - armor and small weapons,Gold black,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1VyxPKPLqbxHxbwW4ZxerFhEbNd-R4TYO&sz=w200-h200')",glitter tulips ,Floral,22 - Flower baskets,green-red,~50 cm long,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1oVcEb68uBEdTTnt6tdSv1CCErhg41fXv&sz=w200-h200')",Tiny shovel,Handheld,33.2 - armor and small weapons,Blue,,,Deadliest weapon of all,None,0
"('src', 'https://drive.google.com/thumbnail?id=1YgwfOq3gdgFFd8A-6MowMKiyENCbShQA&sz=w200-h200')",Dagger with sheath western cowboy,Bladed,33.2 - armor and small weapons,,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=17YtodfrBCTXODiOLALDem_ME30FuFbkH&sz=w200-h200')",wild rose bouquet ,Floral,22 - Flower baskets,green-red,,1,"large bouquet, tiny roses",None,0
"('src', 'https://drive.google.com/thumbnail?id=1zCnO3TJIc_iJ5CJqOhod4aBpleUJI9bd&sz=w200-h200')",Fork and spoon,Tableware,33.2 - armor and small weapons,Silver,,,Great for dueling,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Vr0e9-Cc7XpZjSX4PsgDwFjMq_bnH0CX&sz=w200-h200')",Plunger,Household,33.2 - armor and small weapons,,,,Enemy of all toilets,None,0
"('src', 'https://drive.google.com/thumbnail?id=1PsDOqAz5TvgCVgMdGIuY8k1NdXrfXQin&sz=w200-h200')",Plunger,Household,33.2 - armor and small weapons,,,,Enemy of all toilets,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Pe-UGA32oafRJ-UgNIbaK1Q6gB8Vh1Hu&sz=w200-h200')",Pistol shoulder holster,Accessories (belts etc.),33 - Wigs and Weaponry,Black,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1jmsIQCl6qXHmaPWO-i0A8nkxWyrS-n5Q&sz=w200-h200')",dragon egg,animals,23.1 - random large stuff,blue&red,,1,that’s a lotta glitter,None,0
"('src', 'https://drive.google.com/thumbnail?id=1NByaNdntiGDOu-0An7dZgID-tRklQtXB&sz=w200-h200')",watering can,Floral,23.1 - random large stuff,green,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1V2LD7b0Fe476R-QXV8yEpmohXZDtyBIv&sz=w200-h200')",typewriter ,Stationary/office,23.1 - random large stuff,grey&black,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1cYOZf6ckhaEQdNP48Nz2XYnUYk_Y7WAZ&sz=w200-h200')",Old dark blue book church cult,Stationary/office,35.1 - Books and Notetaking tools,Dark blue,,,Might teach us how to become a better cult,None,0
"('src', 'https://drive.google.com/thumbnail?id=1BLiQaMMxIaNKucMpogcCU6MjpLvYLXYY&sz=w200-h200')",Small novel books,Stationary/office,35.1 - Books and Notetaking tools,Red green,,3,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1dS-HdBC2hVB3nBEUTAN4ZkCeMmi8M9ML&sz=w200-h200')",bus stop sign Martha-oord,Other,23.2 - large rectangular stuff,yellow&blue,,1,Lijn 6 van Hogeland via Centraal Havens naar Boekelo,None,0
"('src', 'https://drive.google.com/thumbnail?id=1tToCeAU6kV1IyF6Gs-x0BwI6ceSDbt3Q&sz=w200-h200')",Small notebook,Stationary/office,35.1 - Books and Notetaking tools,Light brown silver,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1yQIzjIwpaka350iXflAruSQWT4gGlnCm&sz=w200-h200')",mirror,Stationary/office,23.2 - large rectangular stuff,black,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1_g4GtV7UiBGzCy97B6DNb5u4gikCaBYU&sz=w200-h200')",wooden applause board,Other,23.2 - large rectangular stuff,wood&black,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1T_7GuJXkgOEXLj087X-Cbdpx26zGyGc6&sz=w200-h200')",Fairy tail picture book,Stationary/office,35.1 - Books and Notetaking tools,,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Hp5iBxh96lLFjAqP_x8xJ_PAkFQZo2Yw&sz=w200-h200')",Christian evangelic song book church bible german,Stationary/office,All,Black gold,Small,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1sSZ96l7Q90nIugBAFwkrv126v_lpkW3H&sz=w200-h200')",German short story book novel old,Stationary/office,35.1 - Books and Notetaking tools,Red,Small,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1WuiGjqOPkcjgnks_tRuG3PI8QrFVZZWJ&sz=w200-h200')",Writing pad notebook,Stationary/office,35.1 - Books and Notetaking tools,,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1EOTC1i2EXkFYQ3HSASMv1wdXAeulu0kw&sz=w200-h200')",playing card suit,top_Other,23.2 - large rectangular stuff,,,6,,None,0
"('src', 'https://drive.google.com/thumbnail?id=15FNWvdBhgHMVPsWwz8cRYGogb8_n-Ilz&sz=w200-h200')",card suit cutouts,top_Other,23.2 - large rectangular stuff,"black, red",,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1VzbhfQzJdRwbkIQeNG7PWxYNjoeSsWu-&sz=w200-h200')",old book bibles church old testament images illustrated,All,All,Black,Large,2,One of the books is broken,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Qj89pPxVVdtx51ubs1wMUz14a26VlL6C&sz=w200-h200')",Clipboard notepad,Stationary/office,35.1 - Books and Notetaking tools,,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1GvJuAhdHWTnn1wuXtJKM1nLhZpS59ixF&sz=w200-h200')",Clipboard notepad,Stationary/office,35.1 - Books and Notetaking tools,,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1fezg_kj-Ryw8JNdb2ICiB_DTMFM53m90&sz=w200-h200')",Old photo book,Stationary/office,35.1 - Books and Notetaking tools,White,Large,,Hamlet zombie killer of denmark script is inside,None,0
"('src', 'https://drive.google.com/thumbnail?id=15pjrk1yv6B9Dnp72nIPuI9WZIzjqXrWw&sz=w200-h200')",Planner notebook HEMA,Stationary/office,35.1 - Books and Notetaking tools,Beige,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1CJkXfIL0iLrAC1t46EGslCNosHMYftP5&sz=w200-h200')",jerrycan ,"Bags, Suitcases and Containers ",24 - suitcases and other containers ,white,5.2 L,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1AzmptTlo1tW8qBJaAV0sB5dbj-Lk-rSi&sz=w200-h200')",LED light bulb,Lighting,35.2 - Lighting,Black white,,2,"Working batteries inside has yellowish light
Pull the rope to activate",None,0
"('src', 'https://drive.google.com/thumbnail?id=19I4nM_4sGN1VZemfBqclzmyubbcYSncH&sz=w200-h200')",picnic basket,"Bags, Suitcases and Containers ",24 - suitcases and other containers ,brown,~30x50 cm,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1xSjsOFG0XXravHjOAyKzyGgQUtONqX4o&sz=w200-h200')",UV blacklight torch,Lighting,35.2 - Lighting,Black,,,Working batteries inside,None,0
"('src', 'https://drive.google.com/thumbnail?id=1yQkZwQcTH5zGZkz2JD-Swi9I_rP4RcnG&sz=w200-h200')",Electric cable,electronics ,35.2 - Lighting,,,,Two wires inside,None,0
"('src', 'https://drive.google.com/thumbnail?id=1mnMNkVhJD8YrdfCJNnTW1E-QtColGHPn&sz=w200-h200')",old NEST suitcase,"Bags, Suitcases and Containers ",24 - suitcases and other containers ,black,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1CQVFJoP1VZjQHXv4le2NKgGFjQsCD33S&sz=w200-h200')",newer suitcase,"Bags, Suitcases and Containers ",24 - suitcases and other containers ,black,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1UaWk9MlYV1eJCStwQQ4Xo_ZGCaUzSll5&sz=w200-h200')",Flashlight bag torch,Lighting,35.2 - Lighting,Black silver gold,,10,9 have working batteries inside,None,0
"('src', 'https://drive.google.com/thumbnail?id=1MXWbVk0Qg2X7ckRRNhlij3-0oIF-Gw0B&sz=w200-h200')",travel suitcase ,"Bags, Suitcases and Containers ",24 - suitcases and other containers ,grey,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1m73x4HOjjEk2qMDN01JjQPn5Ezitb4T9&sz=w200-h200')",Fake tealights electronic,Lighting,35.2 - Lighting,White,,19,"Yellowish light, seem to have working batteries inside",None,0
"('src', 'https://drive.google.com/thumbnail?id=17DGm1lbXAcyhFHp8RG3W79CcslUdNqdT&sz=w200-h200')",Decorated candle with top,Lighting,32 - Misc. props,White gold,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1XTztZhnBQQRQCeYZ9_1fwwTslzVBcimc&sz=w200-h200')",Lanterns solar powered,Lighting,35.2 - Lighting,Orange,,2,Don’t think they work,None,0
"('src', 'https://drive.google.com/thumbnail?id=1VrxulRiyZXHSQvEEInS2IG6DM2wIStPw&sz=w200-h200')",party cups,Cup/glass/bottle,28 - glass and cups,red,,12,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1_y-LYhAsrqhIkWRGl97OFByCxyqGdzxX&sz=w200-h200')", rose light chain,Lighting,35.2 - Lighting,White,,,Working batteries inside,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Je4c0Fd_y77b5yeMXTgkN__q7o_WGuke&sz=w200-h200')",metal teapot,Pots and Pans,28 - glass and cups,metal,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Gcnp1CzudATtk3-VMTK-t57TnL7SyCCX&sz=w200-h200')",Candle lamps,Lighting,35.2 - Lighting,Warm white,,15,The holders have been made into a confusing circuit. Be cautious or it might shortcircuit,None,0
