image,name,category,location,color,size,amount,comments,claimed,hidden
"('src', 'https://drive.google.com/thumbnail?id=1LahP9KJlFvhkV9D_DWOycNUGySd6KGvU&sz=w200-h200')",colourful pillow,pillows,under the clothing,white-blue-purple-pink,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1TmcBEq_51Nkcf_fpqdt6xmE-U_BVy4G3&sz=w200-h200')",Stool,Chairs,0 - Center of the room,white,,7,,None,0
"('src', 'https://drive.google.com/thumbnail?id=12QURsdVOqbNpFrkC4HUWSOMECtEsMa-L&sz=w200-h200')",wavy pattern pillow,pillows,under the clothing,grey,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1ebDgOez1T4qYzjshDvaXoXcskP4Fvy16&sz=w200-h200')",zebra pillow,pillows,under the clothing,black&white,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1YAqFZlNBuuOflcH1LUyuc1A5CWfBeu6u&sz=w200-h200')",fluffy pillow,pillows,under the clothing,orange,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1s_tFLkT9rLmaMSf5jwHAaTN59MF6SG1j&sz=w200-h200')",Skateboard?,Other,under the clothing,Black,about 1 m,1,The grating is detachable. These are the remnants of what was probably once a great clothing rack.,None,0
"('src', 'https://drive.google.com/thumbnail?id=10zLGk344XTDfIkAzkbkGtKZFUwMXD7KV&sz=w200-h200')",seat pillow,pillows,under the clothing,grey,,4,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1xrkn1bZLbg4-h0qkMjqpOuiNpUYRcBYI&sz=w200-h200')",round black and white blanket,blankets,under the clothing,black & white,diameter is about 1 m,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1-3WMVTWuhKjjRS_I5ReCAH0hM_EECiBG&sz=w200-h200')",Winnie the Pooh fleece blanket,blankets,under the clothing,light blue,"~ 1 x 1,5 m",1,rise and shine!,None,0
"('src', 'https://drive.google.com/thumbnail?id=1pj57lydK3RZjyZsa-QwPTOvNS2buy1Z8&sz=w200-h200')",Black glitter corset ,Corset,under the clothing,Black,EU 80/UK 36,1,Thin flexible material. Semi frontlaced with clasps at the back,None,0
"('src', 'https://drive.google.com/thumbnail?id=1VxI8DfmJQqnsAQk9Z4Iy_3o7Y3jjB91Z&sz=w200-h200')",hexagon pattern blanket,blankets,under the clothing,grey,,1,hexagon = bestagon,None,0
"('src', 'https://drive.google.com/thumbnail?id=1CufwV54VJFZXBZFyQG-VUTGFXaYNsK7D&sz=w200-h200')",Black/red  corset,Corset,under the clothing,Black&Red,XL,3,"No straps, front laced with clasps at the back",None,0
"('src', 'https://drive.google.com/thumbnail?id=1ahpPv4HikbwSWTBLRdcsfwNrMct2c4D1&sz=w200-h200')",very fluffy green and white  blanket,blankets,under the clothing,green and white,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1M_Wj7qcPmrH0bzapLs8tFpQLFP6JPK5g&sz=w200-h200')",Semi transparent mint green corset,Corset,under the clothing,Mint green,EU 80B /US 36B,1,Very thin semi transparent material. More for appearance rather than actual support. Clasps at the back,None,0
"('src', 'https://drive.google.com/thumbnail?id=1bwilZG378KxUMxKWeYjBvAzeHPbojTJY&sz=w200-h200')",very fluffy grey and white blanket,blankets,under the clothing,grey and white,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1GNg5CGDrq9AUnHUj635V6w-OXjpXCp-h&sz=w200-h200')",fluffy blanket,blankets,under the clothing,orange,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=11WM-y8NIug2h4fktnzkxBqMpx-cSInor&sz=w200-h200')",fluffy blanket,blankets,under the clothing,orange,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Lgk2iB_mjajdKxBxCTsa0U39sTQNqQv3&sz=w200-h200')",long sleeved corset,Corset,under the clothing,Beige/sand color,,1,"No size is witten on it, but it is probably size M or smaller. Back laced and thicker material.",None,0
"('src', 'https://drive.google.com/thumbnail?id=14qZKaBVOos2OWrLeKyY4-Cumcyp37mmp&sz=w200-h200')",delete this double,Corset,under the clothing,Beige/sand color,,1,"No size is witten on it, but it is probably size M or smaller. Back laced and thicker material.",None,0
"('src', 'https://drive.google.com/thumbnail?id=14B4_PnQKjRgMSS3vnEisoTawenIDCiJS&sz=w200-h200')",gala pants,Trousers,under the clothing,black,44/34L,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=18jZA9yXPWxvKBOUKqXbqSB529BHDme1O&sz=w200-h200')",Top of a gown vs Corset,Corset,under the clothing,Beige with blue/brown details,around M,1,"This corset probably (used to) belongs to a skirt as a matching set. Clasp at the back, not adjustable in size",None,0
"('src', 'https://drive.google.com/thumbnail?id=14l3kOBB1clFdQhSNodpSP7ZlowjE74Ik&sz=w200-h200')",stretchy polyester pants,Trousers,under the clothing,creme white,?,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1lZ2dyNR26NwYRq1mGAm_Jd8rTCIlfldJ&sz=w200-h200')",jogging pants ,Trousers,under the clothing,white,XL,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1LM7C_M2xTS_nhne_CJSglmswsJCJ2uUz&sz=w200-h200')",long sleeved black corset,Corset,All,Black,probably S/M,1,"Back laced, the laces is done with a brown/white lace. Strong material.",None,0
"('src', 'https://drive.google.com/thumbnail?id=1dOhBUcO3qsmpoGTsF5-8On63nRNTYVuU&sz=w200-h200')",black jogging pants,Trousers,under the clothing,black,L,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1ddy57N6YtIb3b1naviAEk4ChHlVPLr2B&sz=w200-h200')",Purple corset,Corset,under the clothing,Purple,probably S/M,1,Back laced corset without boning,None,0
"('src', 'https://drive.google.com/thumbnail?id=1BV4UXF1NL4Tgaw-tzGilK7OuplOIIwdh&sz=w200-h200')",tight white denim pants ,Trousers,under the clothing,white,42,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1mFYOSJMuN4l80BkMX6gyq3U_bUUD8133&sz=w200-h200')",Colorful Chairs,Chairs,0 - Center of the room,"Pink, purple, yellow, green, orange, blue",,6,Every chair is a different (light) color,None,0
"('src', 'https://drive.google.com/thumbnail?id=12xd6_AQHl4I0wZtPMu0SXAQTUUQru8b2&sz=w200-h200')",straight fit white denim pants,Trousers,under the clothing,white,42,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1jz85Ijoq6PE6k86AUBsH0mva7MPo5BeZ&sz=w200-h200')",blue mini dots pants,Trousers,under the clothing,blue-white,42,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1ZAoEMv11ZkpHWUhWLYUKgppjCyupYAfA&sz=w200-h200')",Ironing board,Other,34 - Other,beige with flowere,,1,It has suffered some damage,None,0
"('src', 'https://drive.google.com/thumbnail?id=13UpNXoGDZfTww6CZr7-Ht4kaQTyNiOV5&sz=w200-h200')",very short shorts,Shorts,under the clothing,dark grey,?,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1DJwpS5F5txuDmCc_AJ0XmNNozPwP1YRS&sz=w200-h200')",pink denim pants,Trousers,under the clothing,light pink,44,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1kVlt07qSFX-_OHJpSBNP2XSzEvSOt5jb&sz=w200-h200')",denim stretch blue pants,Trousers,under the clothing,pastel blue,W36/L32,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1TFtuwZ8i77i9RqIIjg81K0AaEBOpuvRq&sz=w200-h200')",green bretel/gardening pants,Trousers,under the clothing,green,102,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1XqvwJ7W72tVXWjAiVdR20Td6SJA77VGb&sz=w200-h200')",blue wool pants,Trousers,under the clothing,royal blue,?,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1GAayDVJdvo7g-nDqMxR723JPm94-ltNW&sz=w200-h200')",beige pants,Trousers,under the clothing,Beige,M or smaller,1,Polyester/wool combination. From opera Ricolette,None,0
"('src', 'https://drive.google.com/thumbnail?id=1i2XmMR366FMJR9vF8Z3qwTzi-eiAW5Sb&sz=w200-h200')",dark blue shorts,Shorts,under the clothing,navy,96 cm,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1E49m0Ml7sgQ-rU2g7-c0PHmLUSfHQIdU&sz=w200-h200')",Beige/grey pants,Trousers,under the clothing,Beige/Grey,probably s or xs,1,It has a side zipper and a v-cut at the back,None,0
"('src', 'https://drive.google.com/thumbnail?id=112Ox7a7NNLaZmIaDsuqtX44E-DHp4Aha&sz=w200-h200')",medium black jogging pants,Trousers,under the clothing,black,M,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1h4nNSCMQkNTUX-iodGYYGqnwOgV2M2-1&sz=w200-h200')",Suede like leggings,Tights,under the clothing,Brown,M,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1WrKV44cx2vc3_R5iJVfoa5jmWhM7ynH3&sz=w200-h200')",beige denim army pants,Trousers,under the clothing,beige,W32/L32,1,has a red stain on it,None,0
"('src', 'https://drive.google.com/thumbnail?id=1hJaNFbgIXkrqJv8yOF_tsyJKgJAxMIzv&sz=w200-h200')",beige wide army pants,Trousers,under the clothing,beige,W36/L32,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1TbEf2N2qR77zhIYid1Ru_tpw4SPocDgk&sz=w200-h200')",Yellow pants,Trousers,under the clothing,Yellow ,EU 36/ UK 8,1,They are from primark so size might slightly differ. Also some threads  need to be cut,None,0
"('src', 'https://drive.google.com/thumbnail?id=1q4FNdPpEA4WAA7a7ha4fksGHK3xixdTQ&sz=w200-h200')",green denim army pants,Trousers,under the clothing,dark green ,W30/L32,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1F6Lyg8fbNb45ZcwyOoxK0JyJ5Prph_yW&sz=w200-h200')",green denim army pants,Trousers,under the clothing,dark green,W36/L30,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1YTZjzQtCcsu2EdqZDiOsXViy4sluBXT5&sz=w200-h200')",green denim army pants,Trousers,under the clothing,dark green,W38/L32,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1D4tJTOCmvHoUMXm4uCm_2T2IiSw9hssq&sz=w200-h200')",Skirt-like item,Dress,under the clothing,black and white ,probably L,1,It is heavy! And since the photo is not that great: black and white stipes are all over it. Has a matching belt.,None,0
"('src', 'https://drive.google.com/thumbnail?id=1YZKe9CG1mG7oyzKj4D37ia_YXwq9dzGd&sz=w200-h200')",Acrylic paint pack,Paint,13 - materials left top closet,multiple,~20x20,,this paint is low quality ,None,0
"('src', 'https://drive.google.com/thumbnail?id=1oaK-LFVNP5kI_yZTwbFjqoWbctsidqgN&sz=w200-h200')",Spraypaint gold,Paint,13 - materials left top closet,Gold,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Tln_ctbtOXc1aiu2ki1iSHns47yjlg73&sz=w200-h200')",Red spray paint,Paint,13 - materials left top closet,red,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=19UPlFhq1D0JQZT5W-lUkN6OFmOGhnIwo&sz=w200-h200')",Spraypaint silver,Paint,13 - materials left top closet,Silver,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1yXCMaXdwAF97IdMBPzg_aH05x3tetmYJ&sz=w200-h200')",neon spray paint,Paint,13 - materials left top closet,neon,,1,almost empty,None,0
"('src', 'https://drive.google.com/thumbnail?id=1xiwS3xYK32t4ZPAejDZaMYYDyyU4wETF&sz=w200-h200')",black acrylic paint,Paint,13 - materials left top closet,black,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=11Lv04Y-eqUVExFTt9MWFKbvapmRlbscW&sz=w200-h200')",Glue spray,Paint-like,13 - materials left top closet,,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1sih7XSOg74TGbvJCzqB4OSpph_v6oAhZ&sz=w200-h200')",blue acrylic paint,Paint,13 - materials left top closet,blue,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1w_BX_22Nw2fPRCiW79O4YVOP-fxJaBvr&sz=w200-h200')",turquoise acrylic paint,Paint,13 - materials left top closet,turquoise ,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=16dZEtxaYwls4aJ8XLybNDHKLsZZ3dka4&sz=w200-h200')",Spraypaint neon pink,Paint,13 - materials left top closet,Neon pink,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1YjBDjn5B70PN_ua31rLZ7YwzDIpAi4Fm&sz=w200-h200')",yellow acrylic paint,Paint,13 - materials left top closet,yellow,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1CK4erTat52boR6IzK_vQ_5F_uWQzCMhy&sz=w200-h200')",Spraypaint green,Paint,13 - materials left top closet,Green,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1pSV-ShV9wzIEf4DoYyqda-TX_nudp1Fo&sz=w200-h200')",yellow posterpaint,Paint,13 - materials left top closet,yellow,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=134TTrMlIooSZ0H1a0d7RBW3dvHE2zo-A&sz=w200-h200')",magenta acrylic paint,Paint,13 - materials left top closet,magenta,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=12Yu-6aLi532HI2u8w5SwJXL02ogCafKN&sz=w200-h200')",green acrylic paint,Paint,13 - materials left top closet,brilliant green,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1qEEWjY56mKVxzOuRNcSQwhAfy2SECSbO&sz=w200-h200')",Paint white,Paint,13 - materials left top closet,White,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1huOWdBpZci4vPfgBNgriaAeJ8xew2aY7&sz=w200-h200')",grey posterpaint,Paint,13 - materials left top closet,grey,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1ScApdKkxpNgJxwrWct2Yb9D2wBbMITi8&sz=w200-h200')",colorant,Paint,13 - materials left top closet,grey,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1XKt2wUlxRN9exl4cy82ahYcebGhTJLSL&sz=w200-h200')",Matt primer,Paint-like,13 - materials left top closet,White,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=13r0yF3rPAMbEhTW-4WWM-dJQcD-hMuH8&sz=w200-h200')",Paint red,Paint,13 - materials left top closet,Red,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1C1ulTL9dC6p5SK-y77o9khMOeFKLWoWT&sz=w200-h200')",Paint green,Paint,13 - materials left top closet,Green,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1wIS10kPlOQBLwAmwjLHE9TRkV2EMZd60&sz=w200-h200')",small grey acrylic paint,Paint,13 - materials left top closet,grey,20 ml,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1ZBHWozFad_ScU5cGENEaTquJCrIwCRlJ&sz=w200-h200')",small yellow acrylic,Paint,13 - materials left top closet,yellow,20 ml,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=13NdqSmEszbHRuk1by4FVWroikPh0SN28&sz=w200-h200')",Small white acrylic,Paint,13 - materials left top closet,White,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1SUYGKyfrbKGpwVgcucne2MD8SLVz0K2R&sz=w200-h200')",small blue acrylic ,Paint,13 - materials left top closet,blue,20 ml,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1DydlITjhRefO_n0J0om_5h-Mwl3r-9_6&sz=w200-h200')",small dark blue acrylic paint,Paint,13 - materials left top closet,dark blue,20 ml,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Gvf9fn0xCS_b3eYJBPsHHe5Yzj5IxtX6&sz=w200-h200')",Small white acrylic,Paint,13 - materials left top closet,White,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1HXFXQ0NwjALSv2wwI9yD8-ECTgpLuTmz&sz=w200-h200')",Paint roller,Paint Rollers,14 - materials middle top closet,,,7,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1NASM3lHAb4CxQ67Y930yJWko8WdtwxaI&sz=w200-h200')",NEST overall,Painting clothes,14 - materials middle top closet,orange,50,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=14fowXMGk1-vPzP3zX-LsdqsHIU01u2xb&sz=w200-h200')",ruler,Measuring,14 - materials middle top closet,clear,40 cm,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1OpyEMcQy4yM9bpFeDP_nSYBJ3LQaGJdI&sz=w200-h200')",Paint roller tray,Paint Rollers,14 - materials middle top closet,Blue,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1egl0CWMij6BlRvEwHBIYCDlnbYqSBaJ_&sz=w200-h200')",paint stirrers,other tools,14 - materials middle top closet,depends on paint,,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=12gzb_KaatnD42pZBG43hKrABKGfRSgYu&sz=w200-h200')",Paint roller tray,Paint Rollers,14 - materials middle top closet,Blue,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1vPMQsqDpCRu9p6IFXUgnmW-DL3RrSy3U&sz=w200-h200')",spreader thing,other tools,14 - materials middle top closet,metal & wood,~15 cm,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1C567G4uN-K_o-nhwyO8joyrXddkzQOGo&sz=w200-h200')",Sponse,other tools,14 - materials middle top closet,Multicolor,,7,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Mq85rCNrc497mMPu7y3H-_snygb3Ybt1&sz=w200-h200')",fabric tarp,Tarps,14 - materials middle top closet,beige,2x2 m,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1ZYVo7SO5j1g2V2ZSIoyuV9YPRNlFOynU&sz=w200-h200')",thin tarp,Tarps,14 - materials middle top closet,green,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=13BXxP5TCcJCEBAqwzgIsR23BpLWhJBco&sz=w200-h200')",tarps,Tarps,14 - materials middle top closet,blue,,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=150rvAbnwgY1iqTKshXstgY-5Hl-kyLhO&sz=w200-h200')",Coloured paper,Paper,15 - materials right top closet,Multicolor,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1QvxuNeyHbkkb9irCwrd1Vj9BanlUygQO&sz=w200-h200')",large tarp,Tarps,13 - materials left top closet,mud green,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1zy8MU5aqfPAsBzwJ1tlktYJ9pWOhY3HZ&sz=w200-h200')",Envelope,Paper,15 - materials right top closet,Multicolor,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=14CNKJK3UAGiWpOBZ1fzsT6_a1MsMA5q6&sz=w200-h200')",Crepe paper,Paper,15 - materials right top closet,Multicolor,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1r2XpPjbHpVcBRyVCg5ZvheNgyI3SeUBD&sz=w200-h200')",Wood filler,Paint-like,16 - materials top closet,White,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1AQ33RPPwO9B8_VR3Ay628a1v5yXHH2Dk&sz=w200-h200')",Schoolboard paint,Paint,16 - materials top closet,Black,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1ofm7wEjbBPgcrURc3IBvMcwOIPKMJzHP&sz=w200-h200')",Wooden beads,Beads,16 - materials top closet,"blue, yellow, red, pink, green, purple",1.5 cm,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1zPGFu-nsXEhnRTsS8OklpcB3ZOywyFKF&sz=w200-h200')",Wood-stain,Paint-like,16 - materials top closet,Brown,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1j2SnCkOUeGxPk5Z9EvmY2FEKUOfiPkb6&sz=w200-h200')",Stamp making set,other tools,14 - materials middle top closet,,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1pMDoGARPNP0q9LVbG7ZQY3apCl8ud-Cj&sz=w200-h200')",Wall paint matt black,Paint,16 - materials top closet,Black,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1gKzFf7JRF9b7PMyUA2tFjcfSyxcR5cH7&sz=w200-h200')",Whitewash,Paint-like,14 - materials middle top closet,white,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1FCBvxhNZRkOoWaaYqal4koGhgueKzrtO&sz=w200-h200')",pearl beads,Beads,14 - materials middle top closet,"white, pink",0.5-1 cm,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1P4jNE570jIUNWf6z2Dt7LHmY4XITXGna&sz=w200-h200')",Wall primer grey,Paint-like,16 - materials top closet,Grey,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Sxv-LjoYxjeuKP5_cLcYtzTZt385cEGY&sz=w200-h200')",Magnet paint,Paint,16 - materials top closet,Black,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1LyYuvCan8gge3XgsarRrYJ0WwfsyhgFW&sz=w200-h200')",cufflinks,Cufflinks,14 - materials middle top closet,"black, gold, white",,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1hhp2W6jkSq_Uca2YgOzHZDE59pbJWj0E&sz=w200-h200')",Wall primer silver grey,Paint-like,16 - materials top closet,Silver grey,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=17EGzYWOdut2VxkbNMg3gKzrxNGRf8lk0&sz=w200-h200')",Wall paint blue,Paint,16 - materials top closet,Blue,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1_ueZ_Mn_08xwtOZE1JV_qY_OHSmjTNSy&sz=w200-h200')",Wood varnish brown,Paint-like,16 - materials top closet,Brown,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=13eVhh2Uf4Zz9FBtKMfE0Bwwd0x3Z80tH&sz=w200-h200')",Large colourful buttons ,Buttons,16 - materials top closet,,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1vhlnjurpzu-OqnOC6LNhm415qbq3ajSq&sz=w200-h200')",medium colourful buttons,Buttons,16 - materials top closet,,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1vcjbeotgm5r0iDBx2X3-5eFyvSI-_Knc&sz=w200-h200')",small colourful buttons ,Buttons,16 - materials top closet,,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=14n0qHjmfMn0-cCk7IHYWXwKXEouHTv8t&sz=w200-h200')",large greyscale buttons,Buttons,16 - materials top closet,white-black,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1KZ6Kx1BvhLSqVEtDZ4cMOpFoznmTRdLU&sz=w200-h200')",small greyscale buttons,Buttons,16 - materials top closet,white-black,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=19Ap-GEygK-A5_nhKSkFr1illDus6Jkx7&sz=w200-h200')",hooks and eyes,Buttons,16 - materials top closet,black or silver,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1xR1hi-M7fbqFXeTYG1mG5zRy1Mx5zCm8&sz=w200-h200')",wired pearls,Shiny stuff,16 - materials top closet,pearl,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1qxh2wAZL2Baq98xi0TtcAi7FkWeiuJGV&sz=w200-h200')",crystal chain,Shiny stuff,16 - materials top closet,silver and clear,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=15XIpfOTi5xgR3IPHeXF0KKhdQDcHvK1o&sz=w200-h200')",knight\'s helmet,head_other,29 - hats,"silver, gold, metal",normal head,1,"Medieval, knight, armour, full face cover, visor  Won during the \'battle of the cultures\' in 2022",None,0
"('src', 'https://drive.google.com/thumbnail?id=1Ag2HKVJuonFKi7IE_kcV1uKNisAgpswb&sz=w200-h200')",clothes freshener,Cleaning materials,19 - materials bottom closet,Clear,,,"Mask smell, odor, refresher",None,0
"('src', 'https://drive.google.com/thumbnail?id=14Rh5SfhqC2d5gootJaXXxQtzwK8u_eBf&sz=w200-h200')",Jigsaw Parkside,Electric,16 - materials top closet,green,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1pHqnxPt989Hwm625NMka0Ci-9chbGB-1&sz=w200-h200')",Jigsaw Bosch,Electric,16 - materials top closet,green,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1IsOlLT_jLiu8F1iZsklCGnxKmgE49dwk&sz=w200-h200')",Mixing latex,Paint-like,16 - materials top closet,Red,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1UN1fQOGQcsRl0LzjNKUnHNK2D60nSLZL&sz=w200-h200')",Drill set,Electric,16 - materials top closet,black & orange,,,"Includes:
drill
2 batteries 
a charger
a lot of attachments ",None,0
"('src', 'https://drive.google.com/thumbnail?id=1luR7-fCwGx6SILX0ci9tNNQql_ewdCsm&sz=w200-h200')",staple gun,other tools,16 - materials top closet,grey,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Ore3JbiddT413zpSjQfzm2OpdEuNAaWl&sz=w200-h200')",Silk gloss white,Paint-like,16 - materials top closet,White,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1otl9WIiQSU_cMXowvlsZrupyxkSzJmQo&sz=w200-h200')",staples,Pins and Staples,16 - materials top closet,metal,,,these do not fit in the staple gun,None,0
"('src', 'https://drive.google.com/thumbnail?id=1VGxFzaKkqflY1wKDgXWL7DQYY2lJy5ra&sz=w200-h200')",Silk gloss green,Paint-like,16 - materials top closet,Green,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1utUnFIzC7C0Riv2NXqn6T9dMgJNoQUwf&sz=w200-h200')",soldering wire,other materials ,16 - materials top closet,silver,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1GtJ5nFnrbiUlLHG8Mgqt-T_O_tjRJZjJ&sz=w200-h200')",Silk gloss grey,Paint-like,16 - materials top closet,Grey,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1S9r1vYGYWgJKMcXf5nyBl87kqSDiVX3l&sz=w200-h200')",soldering gun,Electric,16 - materials top closet,red,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1dvL3ebIaBb-l3OaLxy6_p31xrllQn2xG&sz=w200-h200')",Silk gloss yellow,Paint-like,16 - materials top closet,Yellow,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=19V87Q2XXqR9U_U-CJ5k6oSz3MO4oXNf0&sz=w200-h200')",soldering iron,Electric,16 - materials top closet,red,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1Jx2PA-EIF33gXwKLZTr7JDl6NqLWiUbY&sz=w200-h200')",Silk gloss black,Paint-like,16 - materials top closet,Black,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1EnbrNFi_0Rv3JmlDjmIZoMZHKIIgg5c6&sz=w200-h200')",Silk gloss purple,Paint-like,16 - materials top closet,Purple,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=103xwNGczVzuvxW4ha8C-ySHgZnxoTbda&sz=w200-h200')",steamer,Electric,16 - materials top closet,white,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1-WH2Ylph39BqNgxUVDJO71IgAb9dIR07&sz=w200-h200')",Varnish yellow,Paint-like,16 - materials top closet,Yellow,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1rdsNzRDz04ktJ24TrV8gHlujRaqUyhAH&sz=w200-h200')",iron,Electric,16 - materials top closet,blue & white,,1,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1iYWv3H9QsWWDowgSnmPT5Kj1QulDYp_s&sz=w200-h200')",Silk gloss,Paint-like,16 - materials top closet,,,,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1fZrEARqBPrDraaK_wm4yqekRfcDjMTjA&sz=w200-h200')",skirting board,Wood,12 - Tall items/Corner,wood,~ 50 and 40 cm,2,,None,0
"('src', 'https://drive.google.com/thumbnail?id=1HQ47Gw_F0CdOCO27oDbj3kzYFhYHjG1M&sz=w200-h200')",Fabrics,Fabric,17 - materials left middle closet,Multicolor,,,,None,0
